artist,week,weekly_best_rank,weekly_number_1_appearances,weekly_top_10_appearances,reached_number_1
the weeknd,2019-03-04/2019-03-10,34,0,0,False
whitney houston,2019-03-04/2019-03-10,112,0,0,False
adele,2019-03-11/2019-03-17,118,0,0,False
bruno mars,2019-03-11/2019-03-17,9,0,2,False
eminem,2019-03-11/2019-03-17,82,0,0,False
lady gaga,2019-03-11/2019-03-17,1,15,178,True
michael jackson,2019-03-11/2019-03-17,161,0,0,False
rihanna,2019-03-11/2019-03-17,159,0,0,False
taylor swift,2019-03-11/2019-03-17,46,0,0,False
the weeknd,2019-03-11/2019-03-17,32,0,0,False
whitney houston,2019-03-11/2019-03-17,109,0,0,False
adele,2019-03-18/2019-03-24,115,0,0,False
bruno mars,2019-03-18/2019-03-24,12,0,0,False
eminem,2019-03-18/2019-03-24,115,0,0,False
lady gaga,2019-03-18/2019-03-24,1,7,169,True
michael jackson,2019-03-18/2019-03-24,185,0,0,False
rihanna,2019-03-18/2019-03-24,160,0,0,False
taylor swift,2019-03-18/2019-03-24,51,0,0,False
the beatles,2019-03-18/2019-03-24,187,0,0,False
the weeknd,2019-03-18/2019-03-24,4,0,2,False
whitney houston,2019-03-18/2019-03-24,113,0,0,False
adele,2019-03-25/2019-03-31,138,0,0,False
beyonce,2019-03-25/2019-03-31,166,0,0,False
bruno mars,2019-03-25/2019-03-31,14,0,0,False
eminem,2019-03-25/2019-03-31,115,0,0,False
lady gaga,2019-03-25/2019-03-31,1,6,126,True
rihanna,2019-03-25/2019-03-31,161,0,0,False
taylor swift,2019-03-25/2019-03-31,56,0,0,False
the weeknd,2019-03-25/2019-03-31,9,0,3,False
whitney houston,2019-03-25/2019-03-31,114,0,0,False
adele,2019-04-01/2019-04-07,140,0,0,False
bruno mars,2019-04-01/2019-04-07,28,0,0,False
eminem,2019-04-01/2019-04-07,127,0,0,False
lady gaga,2019-04-01/2019-04-07,3,0,80,False
rihanna,2019-04-01/2019-04-07,151,0,0,False
taylor swift,2019-04-01/2019-04-07,60,0,0,False
the weeknd,2019-04-01/2019-04-07,22,0,0,False
whitney houston,2019-04-01/2019-04-07,133,0,0,False
adele,2019-04-08/2019-04-14,146,0,0,False
bruno mars,2019-04-08/2019-04-14,32,0,0,False
eminem,2019-04-08/2019-04-14,129,0,0,False
lady gaga,2019-04-08/2019-04-14,3,0,62,False
rihanna,2019-04-08/2019-04-14,142,0,0,False
taylor swift,2019-04-08/2019-04-14,69,0,0,False
the weeknd,2019-04-08/2019-04-14,30,0,0,False
whitney houston,2019-04-08/2019-04-14,133,0,0,False
adele,2019-04-15/2019-04-21,145,0,0,False
beyonce,2019-04-15/2019-04-21,30,0,0,False
bruno mars,2019-04-15/2019-04-21,33,0,0,False
eminem,2019-04-15/2019-04-21,132,0,0,False
lady gaga,2019-04-15/2019-04-21,4,0,50,False
rihanna,2019-04-15/2019-04-21,150,0,0,False
taylor swift,2019-04-15/2019-04-21,79,0,0,False
the beatles,2019-04-15/2019-04-21,122,0,0,False
the weeknd,2019-04-15/2019-04-21,2,0,13,False
whitney houston,2019-04-15/2019-04-21,105,0,0,False
adele,2019-04-22/2019-04-28,144,0,0,False
beyonce,2019-04-22/2019-04-28,5,0,4,False
bruno mars,2019-04-22/2019-04-28,35,0,0,False
eminem,2019-04-22/2019-04-28,138,0,0,False
lady gaga,2019-04-22/2019-04-28,4,0,41,False
rihanna,2019-04-22/2019-04-28,141,0,0,False
taylor swift,2019-04-22/2019-04-28,1,23,95,True
the beatles,2019-04-22/2019-04-28,139,0,0,False
the weeknd,2019-04-22/2019-04-28,3,0,14,False
whitney houston,2019-04-22/2019-04-28,128,0,0,False
adele,2019-04-29/2019-05-05,139,0,0,False
beyonce,2019-04-29/2019-05-05,31,0,0,False
bruno mars,2019-04-29/2019-05-05,43,0,0,False
eminem,2019-04-29/2019-05-05,1,13,68,True
lady gaga,2019-04-29/2019-05-05,3,0,29,False
rihanna,2019-04-29/2019-05-05,149,0,0,False
taylor swift,2019-04-29/2019-05-05,1,14,192,True
the beatles,2019-04-29/2019-05-05,117,0,0,False
the weeknd,2019-04-29/2019-05-05,6,0,6,False
whitney houston,2019-04-29/2019-05-05,123,0,0,False
adele,2019-05-06/2019-05-12,139,0,0,False
beyonce,2019-05-06/2019-05-12,78,0,0,False
bruno mars,2019-05-06/2019-05-12,45,0,0,False
eminem,2019-05-06/2019-05-12,1,5,138,True
lady gaga,2019-05-06/2019-05-12,4,0,25,False
rihanna,2019-05-06/2019-05-12,151,0,0,False
taylor swift,2019-05-06/2019-05-12,1,1,160,True
the beatles,2019-05-06/2019-05-12,113,0,0,False
the weeknd,2019-05-06/2019-05-12,6,0,7,False
whitney houston,2019-05-06/2019-05-12,126,0,0,False
adele,2019-05-13/2019-05-19,138,0,0,False
beyonce,2019-05-13/2019-05-19,71,0,0,False
bruno mars,2019-05-13/2019-05-19,46,0,0,False
eminem,2019-05-13/2019-05-19,4,0,73,False
lady gaga,2019-05-13/2019-05-19,6,0,18,False
rihanna,2019-05-13/2019-05-19,164,0,0,False
taylor swift,2019-05-13/2019-05-19,2,0,92,False
the beatles,2019-05-13/2019-05-19,120,0,0,False
the weeknd,2019-05-13/2019-05-19,8,0,4,False
whitney houston,2019-05-13/2019-05-19,140,0,0,False
adele,2019-05-20/2019-05-26,150,0,0,False
beyonce,2019-05-20/2019-05-26,128,0,0,False
bruno mars,2019-05-20/2019-05-26,49,0,0,False
eminem,2019-05-20/2019-05-26,6,0,9,False
lady gaga,2019-05-20/2019-05-26,2,0,9,False
rihanna,2019-05-20/2019-05-26,143,0,0,False
taylor swift,2019-05-20/2019-05-26,4,0,50,False
the beatles,2019-05-20/2019-05-26,130,0,0,False
the weeknd,2019-05-20/2019-05-26,29,0,0,False
whitney houston,2019-05-20/2019-05-26,122,0,0,False
adele,2019-05-27/2019-06-02,168,0,0,False
bruno mars,2019-05-27/2019-06-02,50,0,0,False
eminem,2019-05-27/2019-06-02,15,0,0,False
lady gaga,2019-05-27/2019-06-02,6,0,7,False
rihanna,2019-05-27/2019-06-02,129,0,0,False
taylor swift,2019-05-27/2019-06-02,4,0,46,False
the beatles,2019-05-27/2019-06-02,139,0,0,False
the weeknd,2019-05-27/2019-06-02,42,0,0,False
whitney houston,2019-05-27/2019-06-02,141,0,0,False
adele,2019-06-03/2019-06-09,169,0,0,False
bruno mars,2019-06-03/2019-06-09,100,0,0,False
eminem,2019-06-03/2019-06-09,28,0,0,False
lady gaga,2019-06-03/2019-06-09,6,0,7,False
rihanna,2019-06-03/2019-06-09,137,0,0,False
taylor swift,2019-06-03/2019-06-09,5,0,35,False
the beatles,2019-06-03/2019-06-09,143,0,0,False
the weeknd,2019-06-03/2019-06-09,48,0,0,False
whitney houston,2019-06-03/2019-06-09,148,0,0,False
adele,2019-06-10/2019-06-16,155,0,0,False
bruno mars,2019-06-10/2019-06-16,102,0,0,False
eminem,2019-06-10/2019-06-16,35,0,0,False
lady gaga,2019-06-10/2019-06-16,6,0,7,False
rihanna,2019-06-10/2019-06-16,132,0,0,False
taylor swift,2019-06-10/2019-06-16,1,6,92,True
the beatles,2019-06-10/2019-06-16,153,0,0,False
the weeknd,2019-06-10/2019-06-16,122,0,0,False
whitney houston,2019-06-10/2019-06-16,136,0,0,False
adele,2019-06-17/2019-06-23,166,0,0,False
bruno mars,2019-06-17/2019-06-23,112,0,0,False
eminem,2019-06-17/2019-06-23,45,0,0,False
lady gaga,2019-06-17/2019-06-23,7,0,6,False
rihanna,2019-06-17/2019-06-23,132,0,0,False
taylor swift,2019-06-17/2019-06-23,1,11,161,True
the beatles,2019-06-17/2019-06-23,155,0,0,False
the weeknd,2019-06-17/2019-06-23,122,0,0,False
whitney houston,2019-06-17/2019-06-23,143,0,0,False
adele,2019-06-24/2019-06-30,186,0,0,False
bruno mars,2019-06-24/2019-06-30,119,0,0,False
eminem,2019-06-24/2019-06-30,58,0,0,False
lady gaga,2019-06-24/2019-06-30,11,0,0,False
rihanna,2019-06-24/2019-06-30,122,0,0,False
taylor swift,2019-06-24/2019-06-30,2,0,115,False
the beatles,2019-06-24/2019-06-30,119,0,0,False
the weeknd,2019-06-24/2019-06-30,137,0,0,False
whitney houston,2019-06-24/2019-06-30,2,0,5,False
adele,2019-07-01/2019-07-07,200,0,0,False
bruno mars,2019-07-01/2019-07-07,33,0,0,False
eminem,2019-07-01/2019-07-07,52,0,0,False
lady gaga,2019-07-01/2019-07-07,13,0,0,False
rihanna,2019-07-01/2019-07-07,133,0,0,False
taylor swift,2019-07-01/2019-07-07,5,0,50,False
the beatles,2019-07-01/2019-07-07,126,0,0,False
the weeknd,2019-07-01/2019-07-07,148,0,0,False
whitney houston,2019-07-01/2019-07-07,2,0,11,False
adele,2019-07-08/2019-07-14,175,0,0,False
beyonce,2019-07-08/2019-07-14,43,0,0,False
bruno mars,2019-07-08/2019-07-14,16,0,0,False
eminem,2019-07-08/2019-07-14,4,0,29,False
lady gaga,2019-07-08/2019-07-14,16,0,0,False
rihanna,2019-07-08/2019-07-14,115,0,0,False
taylor swift,2019-07-08/2019-07-14,6,0,15,False
the beatles,2019-07-08/2019-07-14,132,0,0,False
the weeknd,2019-07-08/2019-07-14,178,0,0,False
whitney houston,2019-07-08/2019-07-14,3,0,7,False
adele,2019-07-15/2019-07-21,193,0,0,False
beyonce,2019-07-15/2019-07-21,5,0,4,False
bruno mars,2019-07-15/2019-07-21,33,0,0,False
eminem,2019-07-15/2019-07-21,6,0,28,False
lady gaga,2019-07-15/2019-07-21,15,0,0,False
rihanna,2019-07-15/2019-07-21,141,0,0,False
taylor swift,2019-07-15/2019-07-21,10,0,2,False
the beatles,2019-07-15/2019-07-21,153,0,0,False
the weeknd,2019-07-15/2019-07-21,184,0,0,False
whitney houston,2019-07-15/2019-07-21,5,0,7,False
adele,2019-07-22/2019-07-28,192,0,0,False
beyonce,2019-07-22/2019-07-28,6,0,3,False
bruno mars,2019-07-22/2019-07-28,56,0,0,False
eminem,2019-07-22/2019-07-28,8,0,2,False
lady gaga,2019-07-22/2019-07-28,17,0,0,False
rihanna,2019-07-22/2019-07-28,146,0,0,False
taylor swift,2019-07-22/2019-07-28,2,0,15,False
the beatles,2019-07-22/2019-07-28,113,0,0,False
the weeknd,2019-07-22/2019-07-28,185,0,0,False
whitney houston,2019-07-22/2019-07-28,5,0,7,False
beyonce,2019-07-29/2019-08-04,11,0,0,False
bruno mars,2019-07-29/2019-08-04,126,0,0,False
eminem,2019-07-29/2019-08-04,24,0,0,False
lady gaga,2019-07-29/2019-08-04,17,0,0,False
rihanna,2019-07-29/2019-08-04,140,0,0,False
taylor swift,2019-07-29/2019-08-04,8,0,6,False
the beatles,2019-07-29/2019-08-04,151,0,0,False
the weeknd,2019-07-29/2019-08-04,181,0,0,False
whitney houston,2019-07-29/2019-08-04,7,0,7,False
adele,2019-08-05/2019-08-11,182,0,0,False
beyonce,2019-08-05/2019-08-11,24,0,0,False
bruno mars,2019-08-05/2019-08-11,57,0,0,False
eminem,2019-08-05/2019-08-11,19,0,0,False
lady gaga,2019-08-05/2019-08-11,17,0,0,False
rihanna,2019-08-05/2019-08-11,159,0,0,False
taylor swift,2019-08-05/2019-08-11,17,0,0,False
the beatles,2019-08-05/2019-08-11,166,0,0,False
the weeknd,2019-08-05/2019-08-11,175,0,0,False
whitney houston,2019-08-05/2019-08-11,7,0,7,False
beyonce,2019-08-12/2019-08-18,23,0,0,False
bruno mars,2019-08-12/2019-08-18,76,0,0,False
eminem,2019-08-12/2019-08-18,32,0,0,False
lady gaga,2019-08-12/2019-08-18,16,0,0,False
rihanna,2019-08-12/2019-08-18,170,0,0,False
taylor swift,2019-08-12/2019-08-18,1,1,19,True
the beatles,2019-08-12/2019-08-18,150,0,0,False
the weeknd,2019-08-12/2019-08-18,183,0,0,False
whitney houston,2019-08-12/2019-08-18,5,0,16,False
adele,2019-08-19/2019-08-25,189,0,0,False
beyonce,2019-08-19/2019-08-25,54,0,0,False
bruno mars,2019-08-19/2019-08-25,121,0,0,False
eminem,2019-08-19/2019-08-25,38,0,0,False
lady gaga,2019-08-19/2019-08-25,17,0,0,False
michael jackson,2019-08-19/2019-08-25,138,0,0,False
rihanna,2019-08-19/2019-08-25,179,0,0,False
taylor swift,2019-08-19/2019-08-25,1,7,139,True
the beatles,2019-08-19/2019-08-25,116,0,0,False
the weeknd,2019-08-19/2019-08-25,200,0,0,False
whitney houston,2019-08-19/2019-08-25,5,0,19,False
adele,2019-08-26/2019-09-01,196,0,0,False
beyonce,2019-08-26/2019-09-01,56,0,0,False
bruno mars,2019-08-26/2019-09-01,140,0,0,False
eminem,2019-08-26/2019-09-01,52,0,0,False
lady gaga,2019-08-26/2019-09-01,18,0,0,False
rihanna,2019-08-26/2019-09-01,180,0,0,False
taylor swift,2019-08-26/2019-09-01,1,7,152,True
the beatles,2019-08-26/2019-09-01,144,0,0,False
the weeknd,2019-08-26/2019-09-01,187,0,0,False
whitney houston,2019-08-26/2019-09-01,4,0,20,False
beyonce,2019-09-02/2019-09-08,71,0,0,False
bruno mars,2019-09-02/2019-09-08,137,0,0,False
eminem,2019-09-02/2019-09-08,53,0,0,False
lady gaga,2019-09-02/2019-09-08,19,0,0,False
rihanna,2019-09-02/2019-09-08,173,0,0,False
taylor swift,2019-09-02/2019-09-08,2,0,70,False
the beatles,2019-09-02/2019-09-08,168,0,0,False
the weeknd,2019-09-02/2019-09-08,178,0,0,False
whitney houston,2019-09-02/2019-09-08,7,0,10,False
adele,2019-09-09/2019-09-15,92,0,0,False
beyonce,2019-09-09/2019-09-15,78,0,0,False
bruno mars,2019-09-09/2019-09-15,140,0,0,False
eminem,2019-09-09/2019-09-15,72,0,0,False
lady gaga,2019-09-09/2019-09-15,18,0,0,False
rihanna,2019-09-09/2019-09-15,166,0,0,False
taylor swift,2019-09-09/2019-09-15,4,0,35,False
the weeknd,2019-09-09/2019-09-15,198,0,0,False
whitney houston,2019-09-09/2019-09-15,9,0,9,False
adele,2019-09-16/2019-09-22,148,0,0,False
beyonce,2019-09-16/2019-09-22,74,0,0,False
bruno mars,2019-09-16/2019-09-22,157,0,0,False
eminem,2019-09-16/2019-09-22,71,0,0,False
lady gaga,2019-09-16/2019-09-22,18,0,0,False
rihanna,2019-09-16/2019-09-22,166,0,0,False
taylor swift,2019-09-16/2019-09-22,7,0,13,False
the weeknd,2019-09-16/2019-09-22,189,0,0,False
whitney houston,2019-09-16/2019-09-22,7,0,12,False
adele,2019-09-23/2019-09-29,195,0,0,False
beyonce,2019-09-23/2019-09-29,82,0,0,False
bruno mars,2019-09-23/2019-09-29,147,0,0,False
eminem,2019-09-23/2019-09-29,79,0,0,False
lady gaga,2019-09-23/2019-09-29,19,0,0,False
rihanna,2019-09-23/2019-09-29,170,0,0,False
taylor swift,2019-09-23/2019-09-29,9,0,4,False
the beatles,2019-09-23/2019-09-29,170,0,0,False
the weeknd,2019-09-23/2019-09-29,180,0,0,False
whitney houston,2019-09-23/2019-09-29,10,0,1,False
adele,2019-09-30/2019-10-06,191,0,0,False
beyonce,2019-09-30/2019-10-06,115,0,0,False
bruno mars,2019-09-30/2019-10-06,129,0,0,False
eminem,2019-09-30/2019-10-06,85,0,0,False
lady gaga,2019-09-30/2019-10-06,16,0,0,False
rihanna,2019-09-30/2019-10-06,151,0,0,False
taylor swift,2019-09-30/2019-10-06,12,0,0,False
the beatles,2019-09-30/2019-10-06,171,0,0,False
the weeknd,2019-09-30/2019-10-06,195,0,0,False
whitney houston,2019-09-30/2019-10-06,7,0,1,False
adele,2019-10-07/2019-10-13,198,0,0,False
beyonce,2019-10-07/2019-10-13,120,0,0,False
bruno mars,2019-10-07/2019-10-13,133,0,0,False
eminem,2019-10-07/2019-10-13,92,0,0,False
lady gaga,2019-10-07/2019-10-13,16,0,0,False
rihanna,2019-10-07/2019-10-13,167,0,0,False
taylor swift,2019-10-07/2019-10-13,11,0,0,False
the beatles,2019-10-07/2019-10-13,187,0,0,False
whitney houston,2019-10-07/2019-10-13,4,0,5,False
beyonce,2019-10-14/2019-10-20,130,0,0,False
bruno mars,2019-10-14/2019-10-20,127,0,0,False
eminem,2019-10-14/2019-10-20,98,0,0,False
lady gaga,2019-10-14/2019-10-20,14,0,0,False
rihanna,2019-10-14/2019-10-20,151,0,0,False
taylor swift,2019-10-14/2019-10-20,19,0,0,False
the beatles,2019-10-14/2019-10-20,194,0,0,False
the weeknd,2019-10-14/2019-10-20,198,0,0,False
whitney houston,2019-10-14/2019-10-20,4,0,4,False
beyonce,2019-10-21/2019-10-27,142,0,0,False
bruno mars,2019-10-21/2019-10-27,133,0,0,False
eminem,2019-10-21/2019-10-27,86,0,0,False
lady gaga,2019-10-21/2019-10-27,16,0,0,False
michael jackson,2019-10-21/2019-10-27,96,0,0,False
rihanna,2019-10-21/2019-10-27,154,0,0,False
taylor swift,2019-10-21/2019-10-27,25,0,0,False
whitney houston,2019-10-21/2019-10-27,14,0,0,False
adele,2019-10-28/2019-11-03,198,0,0,False
beyonce,2019-10-28/2019-11-03,163,0,0,False
bruno mars,2019-10-28/2019-11-03,140,0,0,False
eminem,2019-10-28/2019-11-03,102,0,0,False
lady gaga,2019-10-28/2019-11-03,15,0,0,False
michael jackson,2019-10-28/2019-11-03,15,0,0,False
rihanna,2019-10-28/2019-11-03,52,0,0,False
taylor swift,2019-10-28/2019-11-03,28,0,0,False
the rolling stones,2019-10-28/2019-11-03,160,0,0,False
the weeknd,2019-10-28/2019-11-03,156,0,0,False
whitney houston,2019-10-28/2019-11-03,18,0,0,False
beyonce,2019-11-04/2019-11-10,187,0,0,False
bruno mars,2019-11-04/2019-11-10,124,0,0,False
eminem,2019-11-04/2019-11-10,106,0,0,False
lady gaga,2019-11-04/2019-11-10,18,0,0,False
rihanna,2019-11-04/2019-11-10,153,0,0,False
taylor swift,2019-11-04/2019-11-10,27,0,0,False
whitney houston,2019-11-04/2019-11-10,20,0,0,False
beyonce,2019-11-11/2019-11-17,163,0,0,False
bruno mars,2019-11-11/2019-11-17,125,0,0,False
elvis presley,2019-11-11/2019-11-17,171,0,0,False
eminem,2019-11-11/2019-11-17,112,0,0,False
lady gaga,2019-11-11/2019-11-17,18,0,0,False
rihanna,2019-11-11/2019-11-17,146,0,0,False
taylor swift,2019-11-11/2019-11-17,6,0,6,False
the weeknd,2019-11-11/2019-11-17,186,0,0,False
whitney houston,2019-11-11/2019-11-17,23,0,0,False
beyonce,2019-11-18/2019-11-24,182,0,0,False
bruno mars,2019-11-18/2019-11-24,116,0,0,False
elvis presley,2019-11-18/2019-11-24,97,0,0,False
eminem,2019-11-18/2019-11-24,111,0,0,False
lady gaga,2019-11-18/2019-11-24,22,0,0,False
rihanna,2019-11-18/2019-11-24,145,0,0,False
taylor swift,2019-11-18/2019-11-24,15,0,0,False
the beatles,2019-11-18/2019-11-24,198,0,0,False
the weeknd,2019-11-18/2019-11-24,170,0,0,False
whitney houston,2019-11-18/2019-11-24,30,0,0,False
bruno mars,2019-11-25/2019-12-01,127,0,0,False
elvis presley,2019-11-25/2019-12-01,38,0,0,False
eminem,2019-11-25/2019-12-01,83,0,0,False
lady gaga,2019-11-25/2019-12-01,29,0,0,False
rihanna,2019-11-25/2019-12-01,155,0,0,False
taylor swift,2019-11-25/2019-12-01,19,0,0,False
the weeknd,2019-11-25/2019-12-01,1,27,164,True
whitney houston,2019-11-25/2019-12-01,31,0,0,False
bruno mars,2019-12-02/2019-12-08,137,0,0,False
elvis presley,2019-12-02/2019-12-08,43,0,0,False
eminem,2019-12-02/2019-12-08,101,0,0,False
lady gaga,2019-12-02/2019-12-08,18,0,0,False
rihanna,2019-12-02/2019-12-08,159,0,0,False
taylor swift,2019-12-02/2019-12-08,23,0,0,False
the weeknd,2019-12-02/2019-12-08,1,15,191,True
whitney houston,2019-12-02/2019-12-08,41,0,0,False
beyonce,2019-12-09/2019-12-15,128,0,0,False
bruno mars,2019-12-09/2019-12-15,143,0,0,False
elvis presley,2019-12-09/2019-12-15,40,0,0,False
eminem,2019-12-09/2019-12-15,153,0,0,False
lady gaga,2019-12-09/2019-12-15,24,0,0,False
rihanna,2019-12-09/2019-12-15,181,0,0,False
taylor swift,2019-12-09/2019-12-15,36,0,0,False
the weeknd,2019-12-09/2019-12-15,1,4,115,True
whitney houston,2019-12-09/2019-12-15,47,0,0,False
bruno mars,2019-12-16/2019-12-22,154,0,0,False
elvis presley,2019-12-16/2019-12-22,32,0,0,False
eminem,2019-12-16/2019-12-22,171,0,0,False
lady gaga,2019-12-16/2019-12-22,36,0,0,False
rihanna,2019-12-16/2019-12-22,190,0,0,False
taylor swift,2019-12-16/2019-12-22,34,0,0,False
the weeknd,2019-12-16/2019-12-22,2,0,115,False
whitney houston,2019-12-16/2019-12-22,51,0,0,False
beyonce,2019-12-23/2019-12-29,132,0,0,False
bruno mars,2019-12-23/2019-12-29,148,0,0,False
elvis presley,2019-12-23/2019-12-29,17,0,0,False
eminem,2019-12-23/2019-12-29,171,0,0,False
lady gaga,2019-12-23/2019-12-29,26,0,0,False
michael jackson,2019-12-23/2019-12-29,72,0,0,False
rihanna,2019-12-23/2019-12-29,195,0,0,False
taylor swift,2019-12-23/2019-12-29,37,0,0,False
the weeknd,2019-12-23/2019-12-29,1,4,86,True
whitney houston,2019-12-23/2019-12-29,45,0,0,False
adele,2019-12-30/2020-01-05,183,0,0,False
beyonce,2019-12-30/2020-01-05,191,0,0,False
bruno mars,2019-12-30/2020-01-05,54,0,0,False
elvis presley,2019-12-30/2020-01-05,110,0,0,False
eminem,2019-12-30/2020-01-05,151,0,0,False
lady gaga,2019-12-30/2020-01-05,19,0,0,False
michael jackson,2019-12-30/2020-01-05,61,0,0,False
rihanna,2019-12-30/2020-01-05,86,0,0,False
taylor swift,2019-12-30/2020-01-05,38,0,0,False
the weeknd,2019-12-30/2020-01-05,1,10,142,True
whitney houston,2019-12-30/2020-01-05,19,0,0,False
adele,2020-01-06/2020-01-12,185,0,0,False
bruno mars,2020-01-06/2020-01-12,142,0,0,False
eminem,2020-01-06/2020-01-12,85,0,0,False
lady gaga,2020-01-06/2020-01-12,25,0,0,False
rihanna,2020-01-06/2020-01-12,182,0,0,False
taylor swift,2020-01-06/2020-01-12,48,0,0,False
the weeknd,2020-01-06/2020-01-12,1,26,153,True
whitney houston,2020-01-06/2020-01-12,39,0,0,False
bruno mars,2020-01-13/2020-01-19,131,0,0,False
eminem,2020-01-13/2020-01-19,1,11,172,True
lady gaga,2020-01-13/2020-01-19,31,0,0,False
rihanna,2020-01-13/2020-01-19,165,0,0,False
taylor swift,2020-01-13/2020-01-19,55,0,0,False
the weeknd,2020-01-13/2020-01-19,1,6,143,True
whitney houston,2020-01-13/2020-01-19,42,0,0,False
bruno mars,2020-01-20/2020-01-26,129,0,0,False
eminem,2020-01-20/2020-01-26,1,47,240,True
lady gaga,2020-01-20/2020-01-26,31,0,0,False
rihanna,2020-01-20/2020-01-26,161,0,0,False
taylor swift,2020-01-20/2020-01-26,59,0,0,False
the weeknd,2020-01-20/2020-01-26,1,30,201,True
whitney houston,2020-01-20/2020-01-26,48,0,0,False
bruno mars,2020-01-27/2020-02-02,120,0,0,False
eminem,2020-01-27/2020-02-02,1,31,213,True
lady gaga,2020-01-27/2020-02-02,33,0,0,False
rihanna,2020-01-27/2020-02-02,157,0,0,False
taylor swift,2020-01-27/2020-02-02,25,0,0,False
the weeknd,2020-01-27/2020-02-02,1,43,234,True
whitney houston,2020-01-27/2020-02-02,45,0,0,False
adele,2020-02-03/2020-02-09,200,0,0,False
bruno mars,2020-02-03/2020-02-09,117,0,0,False
eminem,2020-02-03/2020-02-09,2,0,182,False
lady gaga,2020-02-03/2020-02-09,29,0,0,False
rihanna,2020-02-03/2020-02-09,158,0,0,False
taylor swift,2020-02-03/2020-02-09,19,0,0,False
the weeknd,2020-02-03/2020-02-09,1,50,244,True
whitney houston,2020-02-03/2020-02-09,44,0,0,False
adele,2020-02-10/2020-02-16,113,0,0,False
beyonce,2020-02-10/2020-02-16,144,0,0,False
bruno mars,2020-02-10/2020-02-16,117,0,0,False
eminem,2020-02-10/2020-02-16,2,0,137,False
lady gaga,2020-02-10/2020-02-16,28,0,0,False
rihanna,2020-02-10/2020-02-16,152,0,0,False
taylor swift,2020-02-10/2020-02-16,22,0,0,False
the weeknd,2020-02-10/2020-02-16,1,58,245,True
whitney houston,2020-02-10/2020-02-16,43,0,0,False
adele,2020-02-17/2020-02-23,191,0,0,False
bruno mars,2020-02-17/2020-02-23,120,0,0,False
eminem,2020-02-17/2020-02-23,2,0,76,False
lady gaga,2020-02-17/2020-02-23,25,0,0,False
rihanna,2020-02-17/2020-02-23,153,0,0,False
taylor swift,2020-02-17/2020-02-23,35,0,0,False
the weeknd,2020-02-17/2020-02-23,1,83,328,True
whitney houston,2020-02-17/2020-02-23,50,0,0,False
bruno mars,2020-02-24/2020-03-01,134,0,0,False
eminem,2020-02-24/2020-03-01,3,0,69,False
lady gaga,2020-02-24/2020-03-01,2,0,16,False
rihanna,2020-02-24/2020-03-01,182,0,0,False
taylor swift,2020-02-24/2020-03-01,62,0,0,False
the weeknd,2020-02-24/2020-03-01,1,93,320,True
whitney houston,2020-02-24/2020-03-01,52,0,0,False
bruno mars,2020-03-02/2020-03-08,124,0,0,False
eminem,2020-03-02/2020-03-08,4,0,70,False
lady gaga,2020-03-02/2020-03-08,4,0,16,False
rihanna,2020-03-02/2020-03-08,169,0,0,False
taylor swift,2020-03-02/2020-03-08,59,0,0,False
the weeknd,2020-03-02/2020-03-08,1,78,257,True
whitney houston,2020-03-02/2020-03-08,55,0,0,False
bruno mars,2020-03-09/2020-03-15,120,0,0,False
eminem,2020-03-09/2020-03-15,2,0,93,False
lady gaga,2020-03-09/2020-03-15,15,0,0,False
rihanna,2020-03-09/2020-03-15,172,0,0,False
taylor swift,2020-03-09/2020-03-15,73,0,0,False
the weeknd,2020-03-09/2020-03-15,1,66,244,True
whitney houston,2020-03-09/2020-03-15,57,0,0,False
bruno mars,2020-03-16/2020-03-22,126,0,0,False
eminem,2020-03-16/2020-03-22,2,0,80,False
lady gaga,2020-03-16/2020-03-22,22,0,0,False
rihanna,2020-03-16/2020-03-22,187,0,0,False
taylor swift,2020-03-16/2020-03-22,73,0,0,False
the beatles,2020-03-16/2020-03-22,189,0,0,False
the weeknd,2020-03-16/2020-03-22,1,131,497,True
whitney houston,2020-03-16/2020-03-22,49,0,0,False
bruno mars,2020-03-23/2020-03-29,126,0,0,False
eminem,2020-03-23/2020-03-29,5,0,56,False
lady gaga,2020-03-23/2020-03-29,28,0,0,False
rihanna,2020-03-23/2020-03-29,3,0,9,False
taylor swift,2020-03-23/2020-03-29,93,0,0,False
the weeknd,2020-03-23/2020-03-29,1,147,466,True
whitney houston,2020-03-23/2020-03-29,39,0,0,False
beyonce,2020-03-30/2020-04-05,151,0,0,False
bruno mars,2020-03-30/2020-04-05,117,0,0,False
eminem,2020-03-30/2020-04-05,6,0,34,False
lady gaga,2020-03-30/2020-04-05,32,0,0,False
rihanna,2020-03-30/2020-04-05,10,0,2,False
taylor swift,2020-03-30/2020-04-05,102,0,0,False
the beatles,2020-03-30/2020-04-05,179,0,0,False
the weeknd,2020-03-30/2020-04-05,1,109,339,True
whitney houston,2020-03-30/2020-04-05,41,0,0,False
beyonce,2020-04-06/2020-04-12,164,0,0,False
bruno mars,2020-04-06/2020-04-12,123,0,0,False
eminem,2020-04-06/2020-04-12,8,0,15,False
lady gaga,2020-04-06/2020-04-12,36,0,0,False
rihanna,2020-04-06/2020-04-12,12,0,0,False
taylor swift,2020-04-06/2020-04-12,99,0,0,False
the beatles,2020-04-06/2020-04-12,128,0,0,False
the weeknd,2020-04-06/2020-04-12,1,52,318,True
